EPM_ID,LOCATION,TRAN_DATE,UNITS,TOTAL_RETAIL,CUSTOMER_ORDER_NO
2044188892,271,2020-05-11,1,41.99,88971729
2048890575,15,2020-05-12,1,69.97,88971926
2044778889,673,2020-05-11,1,38.98,88971956
2047103606,542,2020-05-09,1,69.98,88972090
2043231130,797,2020-05-12,1,35.99,88973692
2049710366,543,2020-05-11,1,35.97,88973764
2049601588,165,2020-05-06,1,99.97,88974630
2051355226,284,2020-05-09,1,73.48,88974630
2038711899,644,2020-05-11,1,52.49,88975872
2042701754,644,2020-05-07,1,39.97,88977067
2048024021,245,2020-05-11,1,229.97,88977094
2047642949,245,2020-05-05,1,49.97,88977189
2047642973,245,2020-05-11,1,36.96,88977189
2039420639,245,2020-05-11,1,129.97,89006353
2050617335,757,2020-05-12,1,49.99,89006667
2033175177,269,2020-05-10,1,49.97,89006727
2048103515,782,2020-05-11,1,49.97,89006727
2048741570,509,2020-05-11,1,77.99,89007392
2050890888,245,2020-05-11,1,39.97,89007479
2047409402,646,2020-05-11,1,74.97,89009761
2047409402,648,2020-05-05,1,74.97,89009761
2044749582,245,2020-05-11,1,89.97,89011837
2044188912,245,2020-05-11,1,89.98,89012065
2052807422,332,2020-05-11,1,49.97,89012792
2051131991,670,2020-05-11,1,48,89013500
2051051530,245,2020-05-11,1,49.97,89014448
2048890578,740,2020-05-11,1,69.97,89016296
2043340214,245,2020-05-11,1,37.48,89016810
2042868138,245,2020-05-11,1,57,89018412
2044301327,245,2020-05-11,1,74.98,89018437
2047470270,245,2020-05-11,1,79.97,89018440
2049306998,541,2020-05-11,1,49.97,89023222
2050785005,268,2020-05-06,1,59.97,89023222
2047270140,36,2020-05-11,1,36.97,89023244
2051434679,656,2020-05-11,1,129.97,89024824
2050210592,624,2020-05-11,1,39.97,89025448
2039715368,377,2020-05-11,1,52.97,89025519
2048783131,474,2020-05-11,1,37.48,89025840
2049373864,28,2020-05-11,1,67.48,89026558
2047112688,529,2020-05-12,1,41.23,89026636
2049579275,377,2020-05-11,1,39.97,89027328
2027702611,332,2020-05-11,1,59.97,89029253
2053300183,643,2020-05-11,1,44.97,89030870
2043830889,359,2020-05-11,1,39.97,89031481
2049016573,248,2020-05-06,1,59.97,89031481
2037810496,36,2020-05-11,1,79.97,89031707
2046593271,168,2020-05-06,1,69.97,89031863
2048024381,245,2020-05-11,1,99.97,89031863
2019322479,543,2020-05-11,1,36.97,89033588
2052600165,245,2020-05-11,1,39.97,89035946
2046370793,245,2020-05-11,1,35.98,89037351
2041686524,474,2020-05-11,1,129.97,89038191
2012665044,560,2020-05-11,1,37.48,89040055
2042339386,266,2020-05-11,1,49.97,89040884
2047001847,543,2020-05-11,1,41.98,89041113
2047539965,328,2020-05-11,1,119.98,89041638
2040193955,245,2020-05-11,1,44.97,89041692
2036901117,475,2020-05-05,1,52.49,89043852
2038719335,162,2020-05-11,1,57.97,89044268
2053300184,758,2020-05-11,1,44.97,89044754
2040341248,634,2020-05-11,1,36.97,89046910
2044670145,744,2020-05-11,1,59.97,89046941
2047536231,633,2020-05-11,1,46.97,89047816
2051825243,509,2020-05-11,1,69.97,89047841
2046120299,670,2020-05-12,1,82.48,89049075
2029746739,779,2020-05-06,1,59.97,89049479
2048286024,543,2020-05-11,1,166.24,89049858
2044945150,288,2020-05-11,1,34.99,89050718
2038707963,551,2020-05-11,1,37.48,89051259
2043154497,797,2020-05-06,1,62.97,89051259
2044666547,433,2020-05-05,1,49.97,89051259
2046742365,245,2020-05-11,1,39.97,89052267
2046120299,670,2020-05-12,1,82.48,89052288
2038011138,548,2020-05-12,1,46.97,89054511
2046606219,15,2020-05-11,1,44.97,89055083
2046728770,646,2020-05-11,1,38.99,89055843
2047629428,547,2020-05-12,1,56.99,89056697
2043072633,676,2020-05-11,1,38.99,89057197
2046605307,135,2020-05-11,1,44.97,89058001
2047036855,379,2020-05-11,1,59.97,89059557
2048538020,551,2020-05-11,1,41.99,89060482
2041924542,545,2020-05-07,1,45.49,89062341
2044949624,543,2020-05-11,1,34.98,89062412
2044949625,551,2020-05-04,1,34.98,89062412
2031470194,661,2020-05-12,1,89.97,89063648
2044265841,647,2020-05-11,1,39.19,89064194
2044924788,547,2020-05-09,1,59.98,89064833
2048256173,245,2020-05-05,1,199.97,89064833
2046690495,15,2020-05-11,1,52.97,89066166
2043488507,771,2020-05-11,1,44.98,89067309
2025491845,546,2020-05-12,1,46.97,89067817
2038635148,15,2020-05-11,1,39.97,89067833
2036162522,288,2020-05-11,1,37.48,89068527
2049524860,357,2020-05-11,1,79.97,89068797
2048448524,359,2020-05-11,1,89.97,89068846
2049835570,15,2020-05-12,1,74.97,89068996
2041049291,529,2020-05-11,1,34.98,89069096
2048125616,529,2020-05-11,1,41.23,89069096
2031470194,541,2020-05-08,1,89.97,89069225
2050504937,383,2020-05-11,1,49.97,89070458
2035063081,271,2020-05-11,1,34.99,89071171
2042509200,334,2020-05-11,1,69.97,89071307
2044462648,334,2020-05-11,1,52.49,89071446
2047207434,328,2020-05-11,1,67.48,89072042
2045170100,647,2020-05-07,1,39.97,89072906
2044769521,533,2020-05-11,1,59.97,89073233
2047510392,624,2020-05-06,1,39.97,89073309
2052587851,529,2020-05-11,1,39.97,89073337
2050743423,533,2020-05-11,1,36.97,89073568
2046115580,673,2020-05-12,1,39.98,89073610
2046772271,509,2020-05-12,1,35.99,89073794
2048045631,547,2020-05-10,1,41.99,89073956
2033729550,673,2020-05-12,1,37.48,89074215
2047313591,758,2020-05-11,1,39.98,89074335
2017769848,36,2020-05-06,1,59.97,89075066
2046200399,546,2020-05-12,1,44.98,89075253
2045433229,748,2020-05-11,1,149.97,89075518
2044548994,716,2020-05-12,1,79.97,89075555
2039844915,519,2020-05-11,1,38.49,89076279
2039844919,747,2020-05-07,1,38.49,89076279
2039844899,744,2020-05-11,1,38.49,89077290
2039844899,747,2020-05-11,1,38.49,89077290
2050714767,509,2020-05-11,1,34.98,89078424
2038675694,245,2020-05-11,1,249.97,89078537
2049599029,329,2020-05-12,1,44.97,89078817
2048655380,647,2020-05-04,1,39.97,89080455
2050504940,625,2020-05-11,1,49.97,89080455
2049518521,648,2020-05-12,1,89.97,89080548
2033206657,676,2020-05-11,1,139.97,89080716
2048491000,379,2020-05-11,1,39.97,89080832
2018221779,633,2020-05-12,1,159.97,89081066
2050290691,643,2020-05-11,1,59.97,89081643
2048836339,677,2020-05-11,1,64.97,89082000
2049035656,329,2020-05-11,1,89.97,89082985
2049414643,533,2020-05-11,1,67.48,89083965
2046382930,784,2020-05-11,1,52.48,89084430
2043896596,111,2020-05-11,1,52.48,89084569
2049256478,111,2020-05-11,1,89.98,89084569
2045209850,674,2020-05-11,1,47.23,89084702
2047282888,529,2020-05-11,1,37.48,89084904
2045935784,154,2020-05-06,1,49.97,89085515
2050195928,164,2020-05-11,1,89.97,89085672
2038711917,428,2020-05-06,1,52.49,89086041
2049518668,786,2020-05-11,1,44.97,89086443
2040408012,28,2020-05-11,1,89.97,89086824
2046563936,36,2020-05-09,1,49.97,89086824
2050387302,533,2020-05-11,1,99.97,89086835
2047114935,543,2020-05-11,1,55.98,89087746
2050287522,642,2020-05-11,1,59.97,89088411
2042288473,519,2020-05-12,1,62.98,89089329
2042028393,332,2020-05-11,1,44.97,89090039
2043261176,519,2020-05-09,1,41.23,89090039
2045546689,135,2020-05-11,1,52.97,89090454
2044949624,366,2020-05-12,1,34.98,89090547
2042291939,245,2020-05-12,1,56.23,89091312
2048635965,135,2020-05-11,1,55.99,89091849
2045355309,476,2020-05-11,1,66.97,89092579
2035919470,543,2020-05-11,1,89.97,89092637
2046238935,15,2020-05-11,1,54.97,89092706
2050293327,771,2020-05-06,1,229.97,89092706
2042794424,740,2020-05-11,1,134.98,89095180
2050617335,472,2020-05-11,1,49.99,89097689
2050047333,379,2020-05-12,1,101.23,89097952
2049532042,543,2020-05-11,1,48.98,89099045
2047653303,537,2020-05-11,1,99.97,89099192
2050890910,368,2020-05-11,1,49.97,89099330
2049524966,162,2020-05-11,1,95.97,89099398
2052017735,287,2020-05-11,1,39.97,89100724
2042040393,509,2020-05-12,1,44.99,89101095
2037739215,352,2020-05-11,1,49.97,89101291
2046359791,643,2020-05-11,1,38.49,89101303
2038635137,509,2020-05-11,1,49.97,89101615
2038635138,671,2020-05-11,1,49.97,89101615
2049598782,712,2020-05-06,1,49.97,89101615
2046056793,338,2020-05-06,1,39.97,89101808
2047335548,379,2020-05-11,1,39.97,89101808
2045844217,162,2020-05-11,1,79.97,89103334
2038065281,275,2020-05-12,1,62.98,89103401
2045288336,135,2020-05-11,1,89.97,89103899
2049189561,268,2020-05-09,1,64.97,89103899
2044861971,744,2020-05-11,1,39.97,89103902
2042211292,543,2020-05-11,1,34.99,89103904
2048362271,272,2020-05-11,1,36.97,89103980
2051187380,673,2020-05-11,1,59.97,89104172
2046203623,281,2020-05-11,1,74.98,89104256
2043838762,287,2020-05-11,1,55.98,89104591
2050060829,162,2020-05-11,1,49.97,89104915
2045067653,148,2020-05-06,1,95.97,89105897
2048506282,714,2020-05-07,1,49.97,89105897
2047115528,533,2020-05-11,1,79.97,89105934
2037346570,245,2020-05-12,1,37.48,89106487
2037565433,777,2020-05-11,1,34.97,89106835
2049927813,740,2020-05-11,1,109.97,89106939
2037760401,740,2020-05-11,1,39.97,89107542
2047118424,245,2020-05-12,1,39.97,89107551
2037286835,162,2020-05-11,1,39.97,89108645
2052260043,529,2020-05-11,1,34.98,89108713
2050359120,352,2020-05-11,1,64.97,89109940
2047890523,709,2020-05-04,1,129.98,89111189
2047890936,519,2020-05-11,1,71.48,89111189
2043961060,245,2020-05-12,1,37.48,89113629
2044657964,529,2020-05-11,1,69.97,89114999
2043569991,533,2020-05-11,1,80.49,89115509
2033186840,245,2020-05-12,1,44.98,89115630
2040186886,125,2020-05-04,1,46.97,89115945
2040186898,271,2020-05-12,1,46.97,89115945
2049599291,15,2020-05-11,1,47.97,89116022
2022806623,649,2020-05-11,1,74.98,89116134
2052054556,529,2020-05-11,1,39.88,89116500
2047462938,509,2020-05-11,1,39.97,89116845
2038435611,15,2020-05-12,1,59.98,89117109
2046216227,245,2020-05-12,1,64.97,89117689
2048136220,673,2020-05-12,1,36.97,89118010
2045756882,547,2020-05-09,1,39.97,89118284
2046939965,519,2020-05-11,1,79.97,89118284
2032228732,543,2020-05-11,1,59.97,89118437
2044125459,245,2020-05-12,1,199.97,89118482
2041685325,245,2020-05-11,1,69.97,89118867
2050354032,741,2020-05-05,1,39.97,89119150
2044691349,332,2020-05-11,1,64.97,89119309
2044746873,634,2020-05-11,1,89.97,89119594
2044746873,778,2020-05-11,1,89.97,89119594
2051079303,15,2020-05-11,1,34.98,89120424
2052832852,478,2020-05-09,1,49.97,89120896
2048949521,656,2020-05-09,1,34.99,89120920
2049337874,245,2020-05-12,1,66.49,89120920
2045356236,245,2020-05-12,1,69.97,89121072
2050290599,162,2020-05-11,1,69.97,89121437
2044511045,245,2020-05-12,1,74.98,89121637
2042316282,22,2020-05-11,1,49.97,89123023
2053300187,758,2020-05-11,1,44.97,89123137
2049570674,671,2020-05-12,1,59.97,89124732
2046417787,548,2020-05-12,1,44.97,89125439
2047761229,383,2020-05-11,1,79.97,89125733
2051337490,138,2020-05-11,1,69.97,89126476
2024438975,661,2020-05-12,1,39.97,89127862
2051337451,543,2020-05-11,1,69.97,89128264
2049148113,378,2020-05-11,1,112.48,89130300
2050708282,266,2020-05-11,1,39.97,89131433
2041131823,641,2020-05-12,1,49.97,89131848
2040375004,245,2020-05-12,1,44.98,89132320
2047028235,266,2020-05-11,1,79.97,89132337
2047037713,280,2020-05-06,1,74.97,89132477
2045743623,376,2020-05-11,1,39.98,89133121
2042448418,328,2020-05-11,1,36.97,89133157
2045109491,245,2020-05-12,1,79.97,89133223
2049267016,735,2020-05-11,1,52.48,89133672
2047041607,329,2020-05-11,1,29.97,89136329
2048408898,329,2020-05-11,1,59.97,89136443
2045041767,673,2020-05-11,1,49.97,89138170
2033017234,672,2020-05-08,1,39.97,89138371
2033017234,673,2020-05-12,1,39.97,89138371
2035064506,640,2020-05-11,1,34.99,89138856
2045743627,135,2020-05-11,1,39.98,89138952
2046217398,15,2020-05-12,1,41.97,89140252
2047334101,280,2020-05-11,1,35.73,89140539
2042215503,671,2020-05-11,1,49.97,89141731
2043675068,671,2020-05-09,1,47.97,89142519
2043675069,275,2020-05-07,1,47.97,89142519
2049920720,167,2020-05-08,1,39.97,89143678
2049920759,233,2020-05-12,1,39.97,89143678
2044040820,542,2020-05-11,1,44.98,89143781
2045789350,354,2020-05-07,1,42.23,89143781
2033535751,338,2020-05-12,1,46.97,89144162
2042604183,338,2020-05-12,1,57.97,89144162
2042741476,378,2020-05-11,1,142.48,89144284
2040187261,368,2020-05-11,1,59.97,89145148
2050290609,162,2020-05-11,1,69.97,89145182
2051021840,744,2020-05-11,1,45.48,89145549
2051032095,351,2020-05-11,1,69.97,89145703
2052650894,509,2020-05-11,1,119.97,89145790
2036019893,332,2020-05-11,1,59.97,89146021
2046563936,472,2020-05-11,1,49.97,89146159
2046563937,72,2020-05-09,1,49.97,89146159
2046646654,72,2020-05-09,1,41.97,89146159
2047707968,74,2020-05-11,1,59.97,89146530
2049717864,735,2020-05-04,1,89.97,89146556
2050792650,543,2020-05-11,1,64.97,89146556
2052006159,509,2020-05-11,1,69.97,89146601
2051434540,379,2020-05-11,1,39.97,89146604
2045648334,276,2020-05-11,1,42.97,89146951
2044713649,541,2020-05-12,1,59.97,89147922
2046563936,332,2020-05-11,1,49.97,89148632
2048604630,273,2020-05-12,1,45.48,89149485
2050502278,278,2020-05-04,1,64.97,89149485
2051348372,111,2020-05-04,1,59.97,89149485
2051571805,269,2020-05-04,1,39.97,89149485
2044901449,661,2020-05-12,1,49.97,89150867
1161902598,245,2020-05-12,1,59.97,89150887
2035270350,671,2020-05-12,1,104.98,89150999
2035270351,246,2020-05-08,1,104.98,89150999
2037546633,168,2020-05-06,1,41.99,89151103
2046882885,509,2020-05-11,1,39.97,89151103
2045312021,162,2020-05-11,1,44.98,89151193
2050290608,633,2020-05-12,1,69.97,89151938
2050262744,245,2020-05-12,1,54.97,89154335
2048872023,643,2020-05-12,1,49.97,89154374
2046095546,351,2020-05-11,1,34.98,89156000
2044455427,550,2020-05-12,1,49.97,89159665
2047301489,245,2020-05-12,1,67.97,89159919
2047301489,484,2020-05-05,1,67.97,89159919
2051543030,758,2020-05-11,1,44.97,89160072
2009791744,268,2020-05-12,1,39.97,89160080
2048800919,435,2020-05-11,1,129.97,89160776
2040192665,245,2020-05-12,1,52.48,89161026
2049001996,673,2020-05-12,1,59.98,89161176
2045831950,721,2020-05-05,1,39.97,89161284
2048027628,245,2020-05-12,1,59.97,89161844
2045932456,372,2020-05-11,1,49.97,89162739
2048476227,546,2020-05-12,1,49.97,89164385
2051571485,542,2020-05-12,1,39.97,89165675
2045895752,758,2020-05-11,1,55.98,89167149
2050200430,748,2020-05-11,1,59.97,89167505
2047481198,383,2020-05-11,1,44.97,89170990
2047040162,757,2020-05-11,1,119.97,89171526
2048886839,471,2020-05-11,1,87.97,89171761
2050282242,166,2020-05-11,1,84.97,89171902
2050282375,287,2020-05-07,1,79.97,89171902
2050290607,166,2020-05-11,1,69.97,89171902
2043488513,167,2020-05-11,1,44.98,89172352
2046324681,71,2020-05-04,1,74.97,89172398
2042252929,656,2020-05-12,1,69.97,89173693
2052360200,162,2020-05-11,1,49.97,89174146
2044076238,275,2020-05-12,1,94.97,89174339
2042620313,474,2020-05-11,1,69.98,89175154
2049672011,537,2020-05-11,1,39.97,89175575
2037739175,474,2020-05-11,1,49.97,89177273
2048506289,379,2020-05-12,1,49.97,89180135
2047814457,547,2020-05-10,1,37.48,89181391
2040186423,676,2020-05-12,1,64.98,89181701
2044398438,15,2020-05-04,1,79.97,89183478
2047220200,351,2020-05-11,1,39.97,89184980
2049442683,358,2020-05-05,1,39.97,89186963
2044274746,670,2020-05-12,1,41.99,89187562
2044826705,648,2020-05-12,1,54.97,89188355
2049737706,529,2020-05-08,1,109.97,89188355
2041686582,332,2020-05-11,1,129.97,89189054
2050855245,233,2020-05-12,1,39.97,89189700
2049704738,233,2020-05-12,1,54.97,89189919
2052289943,642,2020-05-11,1,79.97,89190096
2052648344,338,2020-05-11,1,39.97,89190445
2051348369,383,2020-05-11,1,59.97,89191269
2049664610,709,2020-05-04,1,69.97,89192433
2052904280,481,2020-05-11,1,59.97,89192433
2047376160,671,2020-05-12,1,39.97,89195521
2040731922,167,2020-05-11,1,39.58,89195724
2040186886,642,2020-05-11,1,46.97,89197492
2050695759,646,2020-05-11,1,67.97,89198178
2044274771,782,2020-05-11,1,41.99,89199214
2050602817,379,2020-05-11,1,49.97,89199637
2048093101,529,2020-05-12,1,67.48,89202045
2046530318,546,2020-05-12,1,41.97,89202127
2051777733,634,2020-05-05,1,89.97,89202322
2049880403,784,2020-05-11,1,49.97,89203870
2047024505,675,2020-05-12,1,59.97,89204984
2047497883,714,2020-05-06,1,59.97,89204989
2044540913,334,2020-05-11,1,89.97,89205344
2048653718,229,2020-05-11,1,41.98,89206524
2050717363,551,2020-05-09,1,36.97,89206524
2025157621,332,2020-05-11,1,37.97,89206668
2040621787,336,2020-05-05,1,49.97,89206668
2046120727,643,2020-05-12,1,48.99,89208460
2050420413,372,2020-05-11,1,89.98,89208937
2044432194,529,2020-05-11,1,58.48,89209052
2046396680,529,2020-05-11,1,79.97,89209052
2052468089,435,2020-05-11,1,47.97,89209163
2047352074,543,2020-05-11,1,49.97,89210451
2047907742,546,2020-05-12,1,54.97,89210660
2041235786,162,2020-05-11,1,65.97,89212579
2037667554,533,2020-05-12,1,44.97,89215020
2045882101,233,2020-05-12,1,139.97,89215986
2032365852,288,2020-05-11,1,34.99,89216723
2049200848,168,2020-05-07,1,34.98,89216759
2049570673,529,2020-05-08,1,59.97,89217882
2039069875,671,2020-05-12,1,39.97,89218380
2024637399,245,2020-05-12,1,39.97,89221285
2040194020,709,2020-05-04,1,46.97,89221285
2042443634,271,2020-05-11,1,57.97,89225720
2044585188,233,2020-05-12,1,79.97,89228797
2044093074,661,2020-05-12,1,49.97,89229746
2050983936,642,2020-05-11,1,59.97,89230947
2047642529,671,2020-05-11,1,44.98,89231446
2045831391,372,2020-05-11,1,59.97,89231508
2052424743,352,2020-05-11,1,39.97,89231594
2049441611,509,2020-05-12,1,55.98,89232308
2049132935,719,2020-05-11,1,119.97,89233379
2050890885,368,2020-05-11,1,39.97,89234080
2043304500,717,2020-05-12,1,56.97,89235350
2046883748,168,2020-05-09,1,39.97,89238917
2046883748,368,2020-05-11,1,39.97,89238917
2046883749,428,2020-05-10,1,39.97,89238917
2046883749,482,2020-05-07,1,39.97,89238917
2046633156,533,2020-05-12,1,49.97,89239134
2037498599,529,2020-05-11,1,53.98,89239331
2043488513,550,2020-05-12,1,44.98,89239406
2045799085,366,2020-05-11,1,34.99,89314661
2045505003,758,2020-05-11,1,129.97,89317136
2049001930,135,2020-05-12,1,59.97,89318334
2042919639,231,2020-05-11,1,44.97,89318409
2028892600,529,2020-05-11,1,52.48,89318728
2034399592,136,2020-05-12,1,37.48,89318732
2040380394,529,2020-05-12,1,62.98,89319006
2041726796,266,2020-05-11,1,39.97,89320152
2045743599,162,2020-05-11,1,39.98,89320609
2044791201,643,2020-05-11,1,49.97,89322245
